,Datetime,Temperature,Flow
398,2019-08-05 03:45:00,14.8,3.1380751960000004
399,2019-08-05 04:00:00,14.7,3.1380751960000004
400,2019-08-05 04:15:00,14.6,3.1380751960000004
401,2019-08-05 04:30:00,14.6,3.1380751960000004
402,2019-08-05 04:45:00,14.5,3.1380751960000004
403,2019-08-05 05:00:00,14.4,3.1380751960000004
404,2019-08-05 05:15:00,14.4,3.1380751960000004
405,2019-08-05 05:30:00,14.3,3.1380751960000004
406,2019-08-05 05:45:00,14.2,3.1380751960000004
407,2019-08-05 06:00:00,14.2,3.1380751960000004
408,2019-08-05 06:15:00,14.1,3.1380751960000004
409,2019-08-05 06:30:00,14.1,3.1380751960000004
410,2019-08-05 06:45:00,14.0,3.163017853
411,2019-08-05 07:00:00,14.0,3.1380751960000004
412,2019-08-05 07:15:00,13.9,3.1380751960000004
413,2019-08-05 07:30:00,13.9,3.1380751960000004
414,2019-08-05 07:45:00,13.8,3.1380751960000004
415,2019-08-05 08:00:00,13.8,3.1380751960000004
416,2019-08-05 08:15:00,13.8,3.1380751960000004
417,2019-08-05 08:30:00,13.7,3.1380751960000004
418,2019-08-05 08:45:00,13.7,3.1380751960000004
419,2019-08-05 09:00:00,13.7,3.1380751960000004
420,2019-08-05 09:15:00,13.7,3.1380751960000004
421,2019-08-05 09:30:00,13.7,3.1380751960000004
422,2019-08-05 09:45:00,13.7,3.1380751960000004
423,2019-08-05 10:00:00,13.8,3.1380751960000004
424,2019-08-05 10:15:00,13.8,3.163017853
425,2019-08-05 10:30:00,13.9,3.188121399
426,2019-08-05 10:45:00,14.0,3.188121399
427,2019-08-05 11:00:00,14.0,3.188121399
428,2019-08-05 11:15:00,14.1,3.163017853
429,2019-08-05 11:30:00,14.3,3.163017853
430,2019-08-05 11:45:00,14.4,3.1380751960000004
431,2019-08-05 12:00:00,14.5,3.1380751960000004
432,2019-08-05 12:15:00,14.7,3.1380751960000004
433,2019-08-05 12:30:00,14.9,3.1380751960000004
434,2019-08-05 12:45:00,15.1,3.1380751960000004
435,2019-08-05 13:00:00,15.2,3.1380751960000004
436,2019-08-05 13:15:00,15.4,3.1380751960000004
437,2019-08-05 13:30:00,15.6,3.1380751960000004
438,2019-08-05 13:45:00,15.9,3.1380751960000004
439,2019-08-05 14:00:00,16.1,3.1380751960000004
440,2019-08-05 14:15:00,16.3,3.1380751960000004
441,2019-08-05 14:30:00,16.5,3.113292632
442,2019-08-05 14:45:00,16.7,3.113292632
443,2019-08-05 15:00:00,16.9,3.1380751960000004
444,2019-08-05 15:15:00,17.0,3.1380751960000004
445,2019-08-05 15:30:00,17.2,3.1380751960000004
446,2019-08-05 15:45:00,17.4,3.1380751960000004
447,2019-08-05 16:00:00,17.5,3.1380751960000004
448,2019-08-05 16:15:00,17.6,3.1380751960000004
449,2019-08-05 16:30:00,17.7,3.1380751960000004
450,2019-08-05 16:45:00,17.8,3.113292632
451,2019-08-05 17:00:00,17.9,3.113292632
452,2019-08-05 17:15:00,17.9,3.113292632
453,2019-08-05 17:30:00,18.0,3.113292632
454,2019-08-05 17:45:00,18.0,3.1380751960000004
455,2019-08-05 18:00:00,17.9,3.113292632
456,2019-08-05 18:15:00,17.9,3.113292632
457,2019-08-05 18:30:00,17.8,3.113292632
458,2019-08-05 18:45:00,17.8,3.113292632
459,2019-08-05 19:00:00,17.7,3.113292632
460,2019-08-05 19:15:00,17.6,3.113292632
461,2019-08-05 19:30:00,17.5,3.113292632
462,2019-08-05 19:45:00,17.4,3.113292632
463,2019-08-05 20:00:00,17.3,3.113292632
464,2019-08-05 20:15:00,17.2,3.113292632
465,2019-08-05 20:30:00,17.1,3.1380751960000004
466,2019-08-05 20:45:00,17.0,3.1380751960000004
467,2019-08-05 21:00:00,16.9,3.113292632
468,2019-08-05 21:15:00,16.8,3.113292632
469,2019-08-05 21:30:00,16.7,3.113292632
470,2019-08-05 21:45:00,16.6,3.113292632
471,2019-08-05 22:00:00,16.5,3.113292632
472,2019-08-05 22:15:00,16.5,3.113292632
473,2019-08-05 22:30:00,16.4,3.113292632
474,2019-08-05 22:45:00,16.3,3.113292632
475,2019-08-05 23:00:00,16.3,3.113292632
476,2019-08-05 23:15:00,16.2,3.1380751960000004
477,2019-08-05 23:30:00,16.2,3.1380751960000004
478,2019-08-05 23:45:00,16.1,3.1380751960000004
